bin_name,completeness,contamination,group,coding_density,contig_N50,average_gene_length,genome_size,GC_content,total_coding_sequences,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",msa_percent,translation_table,red_value,warnings
Tuerk_Half_DAS_TuerkHalves_bin.305,94.25,0.29,1_good_quality,0.913,17286,344.0362917,3422346,0.41,3031,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides graminisolvens,GCF_000428125.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides graminisolvens,98.12,0.869,GCF_000428125.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides graminisolvens,98.12,0.869,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_900104585.1, s__Bacteroides ihuae, 95.0, 78.15, 0.277; GCF_000499785.1, s__Bacteroides neonati, 95.0, 78.06, 0.127; GCA_002307035.1, s__Bacteroides sp002307035, 95.0, 78.03, 0.231; GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 77.96, 0.161; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 77.92, 0.124; GCA_000613465.1, s__Bacteroides nordii, 95.0, 77.92, 0.146; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 77.89, 0.126; GCA_009929715.1, s__Bacteroides sp009929715, 95.0, 77.82, 0.104; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 77.8, 0.132; GCF_000154205.1, s__Bacteroides uniformis, 95.0, 77.79, 0.118; GCF_900106755.1, s__Bacteroides faecis, 95.0, 77.78, 0.128; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 77.77, 0.138; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 77.72, 0.124; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 77.71, 0.144; GCF_900241005.1, s__Bacteroides cutis, 95.0, 77.69, 0.108; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 77.69, 0.089; GCF_003438615.1, s__Bacteroides sp003545565, 95.0, 77.67, 0.107; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 77.65, 0.157; GCF_004793475.1, s__Bacteroides sp002491635, 95.0, 77.64, 0.114; GCA_014385165.1, s__Bacteroides sp014385165, 95.0, 77.63, 0.117; GCA_017992695.1, s__Bacteroides sp017992695, 95.0, 77.59, 0.142; GCA_000613385.1, s__Bacteroides acidifaciens, 95.0, 77.58, 0.12; GCF_900129655.1, s__Bacteroides clarus, 95.0, 77.55, 0.12; GCA_910585845.1, s__Bacteroides sp910585845, 95.0, 77.55, 0.089; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 77.54, 0.125; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 77.54, 0.143; GCF_009193325.2, s__Bacteroides zhangwenhongi, 95.8579, 77.51, 0.15; GCF_000156195.1, s__Bacteroides finegoldii, 95.8579, 77.51, 0.147; GCA_905215345.1, s__Bacteroides sp905215345, 95.0, 77.5, 0.115; GCF_900130135.1, s__Bacteroides togonis, 95.0, 77.49, 0.08; GCA_900766195.1, s__Bacteroides sp900766195, 95.0, 77.49, 0.103; GCF_002222615.2, s__Bacteroides caccae, 95.0, 77.49, 0.131; GCA_900547205.1, s__Bacteroides sp900547205, 95.0, 77.48, 0.123; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 77.47, 0.115; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 77.46, 0.138; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 77.43, 0.081; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 77.43, 0.118; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 77.42, 0.131; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 77.42, 0.148; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 77.41, 0.072; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 77.4, 0.125; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 77.39, 0.13; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 77.37, 0.11; GCF_014334015.1, s__Bacteroides intestinigallinarum, 95.0, 77.36, 0.162; GCF_004342845.1, s__Bacteroides heparinolyticus, 95.0, 77.36, 0.094; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 77.35, 0.085; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 77.35, 0.128; GCA_905207245.1, s__Bacteroides sp905207245, 95.0, 77.34, 0.119; GCA_902362375.1, s__Bacteroides sp902362375, 95.0, 77.34, 0.146; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 77.34, 0.149; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 77.32, 0.146; GCA_902388495.1, s__Bacteroides sp902388495, 95.0, 77.32, 0.111; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 77.31, 0.156; GCF_012113595.1, s__Bacteroides sp012113595, 95.0, 77.29, 0.137; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 77.28, 0.105; GCF_019129285.1, s__Bacteroides sp900552405, 95.0, 77.28, 0.156; GCA_910586915.1, s__Bacteroides sp910586915, 95.0, 77.27, 0.115; GCF_003865075.1, s__Bacteroides faecalis, 95.0, 77.26, 0.129; GCA_017621035.1, s__Bacteroides sp017621035, 95.0, 77.25, 0.067; GCA_019116805.1, s__Bacteroides merdavium, 95.0, 77.25, 0.082; GCF_014196225.1, s__Bacteroides pyogenes_A, 95.0, 77.19, 0.092; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 77.17, 0.139; GCA_007896885.1, s__Bacteroides sp007896885, 95.0, 77.15, 0.111; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 77.14, 0.132; GCA_910578895.1, s__Bacteroides sp910578895, 95.0, 77.11, 0.1; GCA_015060685.1, s__Bacteroides massiliensis_B, 95.0, 77.1, 0.082; GCA_900762525.1, s__Bacteroides sp900762525, 95.0, 77.09, 0.101; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 77.08, 0.099; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.2143, 77.06, 0.134; GCF_902364365.1, s__Bacteroides sp900556215, 95.2143, 77.03, 0.139; GCF_900128475.1, s__Bacteroides massiliensis, 95.0, 77.02, 0.072; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 77.01, 0.072; GCA_015060695.1, s__Bacteroides massiliensis_C, 95.0, 76.9, 0.094; GCA_017630035.1, s__Bacteroides sp017630035, 95.0, 76.89, 0.087; GCA_905197435.1, s__Bacteroides sp905197435, 95.0, 76.88, 0.091; GCA_900766005.1, s__Bacteroides sp900766005, 95.0, 76.87, 0.094; GCF_002160055.1, s__Bacteroides avicola, 95.0, 76.85, 0.059; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 76.83, 0.074; GCA_905201685.1, s__Bacteroides sp905201685, 95.0, 76.83, 0.079; GCA_018883785.1, s__Bacteroides intestinipullorum, 95.0, 76.65, 0.042; GCA_017556595.1, s__Bacteroides sp017556595, 95.0, 76.64, 0.1; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 76.59, 0.104; GCA_019115825.1, s__Bacteroides pullicola, 95.0, 76.56, 0.036; GCA_900553815.1, s__Bacteroides sp900553815, 95.0, 76.48, 0.064; GCA_019116045.1, s__Bacteroides merdipullorum, 95.0, 76.47, 0.044; GCA_900555635.1, s__Bacteroides sp900555635, 95.0, 76.47, 0.11; GCA_017471925.1, s__Bacteroides sp017471925, 95.0, 76.36, 0.061; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 76.36, 0.094; GCA_900761785.1, s__Bacteroides sp900761785, 95.0, 76.28, 0.129; GCA_905203765.1, s__Bacteroides sp905203765, 95.0, 76.28, 0.087; GCA_019116285.1, s__Bacteroides merdigallinarum, 95.0, 76.14, 0.036; GCA_019118325.1, s__Bacteroides intestinavium, 95.0, 75.92, 0.039; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 75.82, 0.046",89.85,11,N/A,N/A
old_originals_METABAT__479-contigs,90.09,0.33,1_good_quality,0.902,51099,362.8770803,4127497,0.41,3425,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__Macellibacteroides fermentans,GCF_013409575.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__Macellibacteroides fermentans,96.23,0.767,GCF_013409575.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__Macellibacteroides fermentans,96.23,0.767,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_018054455.1, s__Macellibacteroides sp018054455, 95.0, 80.92, 0.499",92.06,11,N/A,N/A
crabs_bin.298,100,0.35,1_good_quality,0.932,102896,309.095221,2761445,0.26,2783,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Malaciobacter;s__Malaciobacter mytili,GCF_003346775.1,95,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Malaciobacter;s__Malaciobacter mytili,99.34,0.937,GCF_003346775.1,95,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Malaciobacter;s__Malaciobacter mytili,99.34,0.937,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Malaciobacter;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_002837275.1, s__Malaciobacter halophilus, 95.0, 82.67, 0.697; GCF_003544855.1, s__Malaciobacter marinus, 95.0, 82.21, 0.677; GCA_004116725.1, s__Malaciobacter sp004116725, 95.0, 81.91, 0.674; GCA_004116495.1, s__Malaciobacter sp004116495, 95.0, 81.79, 0.634; GCF_003544935.1, s__Malaciobacter molluscorum, 95.0, 81.69, 0.645",93.17,11,N/A,N/A
crabs_bin.405,100,0.36,1_good_quality,0.907,142053,294.2107239,1812003,0.34,1865,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,93.84,10.75157,N/A,
Tuerk_Half_DAS_TuerkHalves_bin.285,99.85,0.37,1_good_quality,0.888,25278,355.7934199,5363764,0.41,4468,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__,N/A,N/A,N/A,N/A,N/A,GCF_003576475.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__Draconibacterium luteum,81.41,0.546,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_011799805.1, s__Draconibacterium sp011799805, 95.0, 78.63, 0.3; GCF_000626635.1, s__Draconibacterium orientale, 95.0, 77.93, 0.249; GCF_010586825.1, s__Draconibacterium mangrovi, 95.0, 77.8, 0.244; GCA_011620585.1, s__Draconibacterium sp011620585, 95.0, 77.73, 0.284; GCF_010448835.1, s__Draconibacterium halophilum, 95.0, 77.71, 0.215; GCF_000949475.1, s__Draconibacterium sediminis, 95.0, 77.71, 0.242; GCF_009762775.1, s__Draconibacterium comscasis, 95.0, 77.19, 0.151; GCA_016705335.1, s__Draconibacterium sp016705335, 95.0, 76.71, 0.107; GCA_015493625.1, s__Draconibacterium sp015493625, 95.0, 76.71, 0.139; GCA_016931875.1, s__Draconibacterium sp016931875, 95.0, 76.63, 0.165; GCA_003516705.1, s__Draconibacterium sp003516705, 95.0, 76.47, 0.128; GCA_009773765.1, s__Draconibacterium sp009773765, 95.0, 76.47, 0.114; GCA_018648265.1, s__Draconibacterium sp018648265, 95.0, 76.44, 0.1; GCA_013203755.1, s__Draconibacterium sp013203755, 95.0, 76.21, 0.087",95.23,11,0.98477,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
old_originals_METABAT__381-contigs,97.56,0.4,1_good_quality,0.913,107442,336.9173554,3210331,0.41,2904,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,93.03,11,0.88745,N/A
crabs_bin.363,99.51,0.44,1_good_quality,0.901,38930,291.5857052,1531152,0.29,1581,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,91.7,11,0.73221,N/A
Tuerk_Half_DAS_TuerkHalves_bin.68,97.72,0.44,1_good_quality,0.871,48364,302.8638546,3035754,0.35,2916,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__,ANI,classification based on placement in class-level tree,"GCF_010120715.1, s__Aminipila terrae, 95.0, 78.92, 0.24; GCA_002455605.1, s__Aminipila sp002455605, 95.0, 78.72, 0.242; GCF_004103735.1, s__Aminipila sp004103735, 95.0, 78.47, 0.183; GCF_010669305.1, s__Aminipila butyrica, 95.0, 78.13, 0.123; GCF_017255415.1, s__Aminipila aminobutyricum, 95.0, 78.1, 0.127",95.79,11,0.9,N/A
Tuerk_Half_DAS_TuerkHalves_bin.137,93.98,0.47,1_good_quality,0.922,11041,295.5513278,2421938,0.64,2523,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp900549295,GCA_900549295.1,95,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp900549295,96.24,0.89,GCA_900549295.1,95,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp900549295,96.24,0.89,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_905120355.1, s__Azonexus sp012839675, 95.0, 83.74, 0.799; GCF_003634965.1, s__Azonexus fungiphilus, 95.0, 81.45, 0.693; GCA_017848965.1, s__Azonexus aromaticus_B, 95.0, 81.24, 0.664; GCA_002425245.1, s__Azonexus sp002425245, 95.0, 81.2, 0.525; GCF_000429605.1, s__Azonexus hydrophilus, 95.0, 81.18, 0.632; GCA_002470165.1, s__Azonexus sp002470165, 95.0, 81.14, 0.469; GCF_009469615.1, s__Azonexus sp009469615, 95.0, 80.85, 0.559; GCF_001956855.1, s__Azonexus hydrophilus_A, 95.0, 80.71, 0.636; GCA_008933675.1, s__Azonexus sp008933675, 95.0, 80.69, 0.537; GCF_009469585.1, s__Azonexus sp009469585, 95.0, 80.68, 0.588; GCA_017983755.1, s__Azonexus sp017983755, 95.0, 80.62, 0.401; GCA_009782025.1, s__Azonexus sp009782025, 95.0, 80.57, 0.455; GCA_009779265.1, s__Azonexus sp009779265, 95.0, 80.56, 0.514; GCA_012026885.1, s__Azonexus sp012026885, 95.0, 80.42, 0.455; GCA_013363835.1, s__Azonexus sp013363835, 95.0, 80.29, 0.495; GCA_002840765.1, s__Azonexus sp002840765, 95.0, 80.29, 0.559; GCA_002440665.1, s__Azonexus sp002440665, 95.0, 80.24, 0.502; GCF_008711155.1, s__Azonexus sp008711155, 95.0, 80.16, 0.54; GCF_000519045.1, s__Azonexus agitatus, 95.0, 80.16, 0.556; GCA_017983615.1, s__Azonexus sp017983615, 95.0, 80.0, 0.488; GCF_001551835.1, s__Azonexus denitrificans, 95.0, 79.99, 0.553; GCA_018261905.1, s__Azonexus sp018261905, 95.0, 79.99, 0.508; GCA_002842345.1, s__Azonexus sp002842345, 95.0, 79.92, 0.56; GCF_009469765.1, s__Azonexus hortensis, 95.0, 79.91, 0.536; GCA_016790845.1, s__Azonexus sp016790845, 95.0, 79.8, 0.331; GCA_002345845.1, s__Azonexus sp002345845, 95.0, 79.73, 0.52; GCA_017302355.1, s__Azonexus sp017302355, 95.0, 79.7, 0.441; GCA_018828385.1, s__Azonexus sp018828385, 95.0, 79.63, 0.545; GCA_002840785.1, s__Azonexus sp002840785, 95.0, 79.57, 0.495; GCA_016790885.1, s__Azonexus sp016790885, 95.0, 79.57, 0.361; GCA_013693915.1, s__Azonexus sp013693915, 95.0, 79.56, 0.492; GCA_903922075.1, s__Azonexus sp903922075, 95.0, 79.56, 0.44; GCF_012275485.1, s__Azonexus sp012275485, 95.0, 79.54, 0.5; GCA_004379165.1, s__Azonexus sp004379165, 95.0, 79.51, 0.472; GCA_003583745.1, s__Azonexus sp003583745, 95.0, 79.49, 0.466; GCA_018780195.1, s__Azonexus sp018780195, 95.0, 79.47, 0.454; GCA_016791065.1, s__Azonexus sp016791065, 95.0, 79.47, 0.415; GCA_907163225.1, s__Azonexus sp907163225, 95.0, 79.43, 0.458; GCF_003441615.1, s__Azonexus sp003441615, 95.0, 79.41, 0.467; GCA_013335535.1, s__Azonexus sp013335535, 95.0, 79.39, 0.503; GCA_018261895.1, s__Azonexus sp018261895, 95.0, 79.38, 0.463; GCA_016705475.1, s__Azonexus sp016705475, 95.0, 79.35, 0.444; GCF_000012425.1, s__Azonexus aromaticus_A, 95.0, 79.26, 0.478; GCA_008080565.1, s__Azonexus sp008080565, 95.0, 79.23, 0.502; GCF_016864195.1, s__Azonexus sp016864195, 95.0, 79.2, 0.443; GCA_002842145.1, s__Azonexus sp002842145, 95.0, 79.13, 0.444; GCA_002396525.1, s__Azonexus sp002396525, 95.0, 79.07, 0.404; GCA_018262195.1, s__Azonexus sp018262195, 95.0, 79.01, 0.432; GCA_903930395.1, s__Azonexus sp903930395, 95.0, 78.93, 0.347; GCA_016714975.1, s__Azonexus sp016714975, 95.0, 78.81, 0.452; GCA_016790815.1, s__Azonexus sp016790815, 95.0, 78.77, 0.362; GCA_016709965.1, s__Azonexus sp016709965, 95.0, 78.74, 0.367; GCA_016721185.1, s__Azonexus sp016721185, 95.0, 78.37, 0.401; GCA_011391255.1, s__Azonexus sp011391255, 95.0, 78.21, 0.307; GCA_016709495.1, s__Azonexus sp016709495, 95.0, 78.08, 0.362; GCA_903951825.1, s__Azonexus sp903951825, 95.0, 77.79, 0.325",85.96,11,N/A,N/A
Birg_Half_DAS_BirgitHalves_bin.45,90.62,0.49,1_good_quality,0.894,5230,282.8047147,3534554,0.63,3733,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Parahaliea;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Parahaliea;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_003402235.1, s__Parahaliea mediterranea, 95.0, 81.36, 0.594; GCF_017255185.1, s__Parahaliea mediterranea_A, 95.0, 80.95, 0.549; GCF_008064635.1, s__Parahaliea aestuarii, 95.0, 80.86, 0.499; GCF_008064665.1, s__Parahaliea maris, 95.0, 80.08, 0.467; GCF_014077625.1, s__Parahaliea sp014077625, 95.0, 76.98, 0.098",79.39,11,0.95292,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
old_originals_METABAT__77-contigs,91.27,0.51,1_good_quality,0.892,25634,308.8644287,3214082,0.64,3098,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,81.73,11,0.92308,N/A
Birg_Half_DAS_BirgitHalves_bin.11,99.82,0.54,1_good_quality,0.892,15342,292.2128575,3877956,0.53,3951,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis,GCF_002042885.1,95,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis,98.59,0.97,GCF_002042885.1,95,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis,98.59,0.97,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_011064845.1, s__Citrobacter freundii, 95.0, 95.1, 0.954; GCF_900079995.3, s__Citrobacter europaeus, 95.0, 93.39, 0.943; GCF_004353845.1, s__Citrobacter freundii_E, 95.0, 93.2, 0.947; GCF_002075345.1, s__Citrobacter braakii, 95.0, 92.72, 0.938; GCF_018035235.1, s__Citrobacter freundii_A, 95.0, 91.68, 0.926; GCA_000759755.1, s__Citrobacter werkmanii, 95.0, 91.51, 0.927; GCF_000155975.1, s__Citrobacter portucalensis_A, 95.0, 91.31, 0.938; GCF_003818115.1, s__Citrobacter youngae, 95.0, 90.89, 0.91; GCF_005281345.1, s__Citrobacter sp005281345, 95.0, 89.52, 0.9; GCF_018342065.1, s__Citrobacter sp018342065, 95.0, 88.41, 0.895; GCF_004684345.1, s__Citrobacter tructae, 95.0, 88.04, 0.902; GCF_015672735.1, s__Citrobacter sp015672735, 95.0, 87.6, 0.889; GCF_001037495.1, s__Citrobacter murliniae, 95.0, 87.43, 0.903; GCF_013337685.1, s__Citrobacter gillenii, 95.0, 87.41, 0.921; GCF_016811995.1, s__Citrobacter sp016811995, 95.0, 84.19, 0.779; GCF_010231475.1, s__Citrobacter sp010231475, 95.0, 83.66, 0.78",96.03,11,N/A,N/A
Tuerk_Half_DAS_TuerkHalves_bin.20,99.48,0.69,1_good_quality,0.92,66558,318.6973054,3464994,0.59,3340,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__,N/A,N/A,N/A,N/A,N/A,GCF_016765775.1,95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__Pseudorhodobacter sp01676577578.55,0.378,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_003991405.1, s__Pseudorhodobacter sp003991405, 95.0, 76.94, 0.25; GCF_001202025.1, s__Pseudorhodobacter aquimaris, 95.0, 76.57, 0.161; GCF_005234135.1, s__Pseudorhodobacter turbinis, 95.0, 76.49, 0.149; GCF_000420745.1, s__Pseudorhodobacter ferrugineus, 95.0, 76.24, 0.147; GCF_001202035.1, s__Pseudorhodobacter wandonensis, 95.0, 76.2, 0.129; GCF_900110135.1, s__Pseudorhodobacter antarcticus, 95.0, 75.82, 0.117",93.65,11,0.97308,N/A,
